,Unnamed: 0,has_null,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,like,guess_prob_liked,met,match,age_gap,age_gap_abs,same_race,same_race_point,attractive_p,sincere_partner_p,intelligence_p,funny_p,ambition_p,shared_interests_p,attractive_m,sincere_partner_m,intelligence_m,funny_m,ambition_m,shared_interests_m,gender_male,race_Asian/PacificIslander/Asian-American,race_Black/AfricanAmerican,race_European/Caucasian-American,race_Latino/HispanicAmerican,race_Other,race_o_Asian/PacificIslander/Asian-American,race_o_Black/AfricanAmerican,race_o_European/Caucasian-American,race_o_Latino/HispanicAmerican,race_o_Other
438,438,0,25.0,28.0,9.0,7.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,8.0,9.0,7.0,8.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,6.0,8.0,8.0,6.0,7.0,9.0,-0.29,7.0,8.0,7.0,8.0,0.0,0,3.0,3.0,1,9.0,320.0,160.0,180.0,140.0,0.0,0.0,120.0,184.0,184.0,132.0,49.0,45.0,0,0,0,1,0,0,0,0,1,0,0
439,439,0,25.0,23.0,9.0,7.0,20.0,25.0,25.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,9.0,8.0,20.0,23.0,23.0,22.0,7.0,5.0,6.0,8.0,8.0,8.0,8.0,6.0,0.33,7.0,8.0,8.0,8.0,0.0,0,-2.0,2.0,-1,-9.0,160.0,200.0,200.0,90.0,90.0,80.0,120.0,184.0,184.0,176.0,56.0,30.0,0,0,0,1,0,0,0,1,0,0,0
440,440,0,26.0,25.0,7.0,8.0,25.0,20.0,25.0,20.0,10.0,0.0,5.0,8.0,9.0,7.0,8.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,2.0,5.0,2.0,3.0,1.0,3.0,-0.04,6.0,8.0,2.0,5.0,0.0,0,-1.0,1.0,-1,-7.0,125.0,160.0,225.0,140.0,80.0,0.0,40.0,125.0,40.0,45.0,15.0,15.0,0,0,0,1,0,0,1,0,0,0,0
441,441,1,26.0,30.0,7.0,8.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,5.0,-99.0,20.0,25.0,20.0,15.0,15.0,5.0,1.0,2.0,2.0,1.0,8.0,2.0,-0.39,6.0,8.0,2.0,5.0,0.0,0,4.0,4.0,-1,-7.0,150.0,100.0,50.0,150.0,0.0,-99.0,20.0,50.0,40.0,15.0,120.0,10.0,0,0,0,1,0,0,1,0,0,0,0
442,442,1,26.0,23.0,7.0,8.0,20.0,25.0,20.0,15.0,10.0,10.0,4.0,7.0,7.0,5.0,6.0,-99.0,20.0,25.0,20.0,15.0,15.0,5.0,2.0,2.0,4.0,1.0,5.0,1.0,0.29,6.0,8.0,2.0,3.0,0.0,0,-3.0,3.0,-1,-7.0,80.0,175.0,140.0,75.0,60.0,-99.0,40.0,50.0,80.0,15.0,75.0,5.0,0,0,0,1,0,0,1,0,0,0,0
443,443,0,26.0,24.0,7.0,8.0,25.0,35.0,30.0,10.0,0.0,0.0,6.0,5.0,5.0,4.0,5.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,6.0,8.0,1.0,6.0,0.0,0,-2.0,2.0,1,7.0,150.0,175.0,150.0,40.0,0.0,0.0,20.0,25.0,20.0,15.0,15.0,5.0,0,0,0,1,0,0,0,0,1,0,0
444,444,1,26.0,24.0,7.0,8.0,25.0,15.0,25.0,25.0,15.0,15.0,7.0,7.0,7.0,5.0,6.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48,6.0,8.0,1.0,5.0,-99.0,0,-2.0,2.0,1,7.0,175.0,105.0,175.0,125.0,90.0,105.0,20.0,25.0,20.0,15.0,15.0,5.0,0,0,0,1,0,0,0,0,1,0,0
445,445,0,26.0,28.0,7.0,8.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,7.0,8.0,7.0,7.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,2.0,2.0,5.0,2.0,8.0,4.0,-0.06,6.0,8.0,3.0,5.0,0.0,0,2.0,2.0,1,7.0,175.0,105.0,200.0,105.0,0.0,140.0,40.0,50.0,100.0,30.0,120.0,20.0,0,0,0,1,0,0,0,0,1,0,0
446,446,0,26.0,26.0,7.0,8.0,20.0,35.0,20.0,10.0,10.0,5.0,6.0,7.0,8.0,6.0,9.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,2.0,5.0,4.0,3.0,4.0,2.0,0.29,6.0,8.0,3.0,5.0,0.0,0,0.0,0.0,1,7.0,120.0,245.0,160.0,60.0,90.0,35.0,40.0,125.0,80.0,45.0,60.0,10.0,0,0,0,1,0,0,0,0,1,0,0
447,447,0,26.0,30.0,7.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,5.0,8.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,1.0,3.0,5.0,1.0,2.0,1.0,0.16,6.0,8.0,1.0,6.0,1.0,0,4.0,4.0,1,7.0,120.0,120.0,150.0,125.0,40.0,20.0,20.0,75.0,100.0,15.0,30.0,5.0,0,0,0,1,0,0,0,0,1,0,0
448,448,0,26.0,22.0,7.0,8.0,30.0,15.0,25.0,25.0,5.0,0.0,6.0,8.0,7.0,7.0,9.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,0.28,6.0,8.0,2.0,5.0,0.0,0,-4.0,4.0,1,7.0,180.0,120.0,175.0,175.0,45.0,0.0,60.0,25.0,40.0,30.0,30.0,15.0,0,0,0,1,0,0,0,0,1,0,0
449,449,0,26.0,25.0,7.0,8.0,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,7.0,7.0,10.0,5.0,20.0,25.0,20.0,15.0,15.0,5.0,4.0,5.0,8.0,8.0,10.0,8.0,0.0,6.0,8.0,8.0,5.0,1.0,1,-1.0,1.0,-1,-7.0,160.0,160.0,140.0,140.0,50.0,75.0,80.0,125.0,160.0,120.0,150.0,40.0,0,0,0,1,0,0,1,0,0,0,0
450,450,1,26.0,27.0,7.0,8.0,35.0,10.0,20.0,15.0,10.0,10.0,7.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.0,25.0,20.0,15.0,15.0,5.0,5.0,4.0,8.0,5.0,8.0,3.0,-0.02,6.0,8.0,5.0,3.0,0.0,0,1.0,1.0,-1,-7.0,245.0,-99.0,-99.0,-99.0,-99.0,-99.0,100.0,100.0,160.0,75.0,120.0,15.0,0,0,0,1,0,0,0,1,0,0,0
451,451,0,26.0,23.0,7.0,8.0,25.0,10.0,35.0,15.0,0.0,15.0,5.0,6.0,8.0,5.0,5.0,2.0,20.0,25.0,20.0,15.0,15.0,5.0,5.0,2.0,6.0,2.0,5.0,4.0,-0.47,6.0,8.0,5.0,6.0,0.0,1,-3.0,3.0,1,7.0,125.0,60.0,280.0,75.0,0.0,30.0,100.0,50.0,120.0,30.0,75.0,20.0,0,0,0,1,0,0,0,0,1,0,0
452,452,0,26.0,21.0,7.0,8.0,15.0,20.0,15.0,30.0,5.0,15.0,6.0,6.0,6.0,7.0,5.0,5.0,20.0,25.0,20.0,15.0,15.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,-0.15,6.0,8.0,3.0,6.0,0.0,0,-5.0,5.0,1,7.0,90.0,120.0,90.0,210.0,25.0,75.0,20.0,125.0,100.0,30.0,75.0,10.0,0,0,0,1,0,0,0,0,1,0,0
453,453,0,26.0,28.0,7.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,8.0,7.0,8.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,9.0,8.0,8.0,5.0,6.0,7.0,0.77,6.0,8.0,7.0,6.0,0.0,0,2.0,2.0,1,7.0,280.0,120.0,160.0,70.0,40.0,60.0,180.0,200.0,160.0,75.0,90.0,35.0,0,0,0,1,0,0,0,0,1,0,0
454,454,0,26.0,28.0,7.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,8.0,7.0,6.0,7.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,3.0,4.0,6.0,4.0,5.0,2.0,0.83,6.0,8.0,4.0,5.0,0.0,0,2.0,2.0,1,7.0,360.0,160.0,140.0,120.0,0.0,0.0,60.0,100.0,120.0,60.0,75.0,10.0,0,0,0,1,0,0,0,0,1,0,0
455,455,0,26.0,23.0,7.0,8.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9.0,9.0,8.0,9.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,5.0,6.0,8.0,6.0,8.0,4.0,-0.12,6.0,8.0,5.0,5.0,0.0,0,-3.0,3.0,-1,-7.0,120.0,225.0,225.0,80.0,90.0,70.0,100.0,150.0,160.0,90.0,120.0,20.0,0,0,0,1,0,0,0,1,0,0,0
456,456,0,27.0,25.0,5.0,8.0,25.0,20.0,25.0,20.0,10.0,0.0,4.0,6.0,8.0,7.0,6.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,2.0,4.0,5.0,4.0,4.0,3.0,0.13,7.0,3.0,3.0,6.0,0.0,0,-2.0,2.0,-1,-5.0,100.0,120.0,200.0,140.0,60.0,0.0,20.0,40.0,150.0,100.0,40.0,45.0,0,0,0,1,0,0,1,0,0,0,0
457,457,1,27.0,30.0,5.0,8.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,5.0,-99.0,10.0,10.0,30.0,25.0,10.0,15.0,2.0,5.0,6.0,3.0,4.0,3.0,-0.14,7.0,3.0,3.0,5.0,0.0,0,3.0,3.0,-1,-5.0,150.0,100.0,50.0,150.0,0.0,-99.0,20.0,50.0,180.0,75.0,40.0,45.0,0,0,0,1,0,0,1,0,0,0,0
458,458,1,27.0,23.0,5.0,8.0,20.0,25.0,20.0,15.0,10.0,10.0,4.0,8.0,9.0,6.0,4.0,-99.0,10.0,10.0,30.0,25.0,10.0,15.0,4.0,4.0,6.0,7.0,5.0,4.0,0.07,7.0,3.0,4.0,5.0,0.0,0,-4.0,4.0,-1,-5.0,80.0,200.0,180.0,90.0,40.0,-99.0,40.0,40.0,180.0,175.0,50.0,60.0,0,0,0,1,0,0,1,0,0,0,0
459,459,0,27.0,24.0,5.0,8.0,25.0,35.0,30.0,10.0,0.0,0.0,4.0,6.0,7.0,3.0,6.0,4.0,10.0,10.0,30.0,25.0,10.0,15.0,4.0,7.0,8.0,2.0,6.0,2.0,-0.02,7.0,3.0,3.0,2.0,0.0,0,-3.0,3.0,1,5.0,100.0,210.0,210.0,30.0,0.0,0.0,40.0,70.0,240.0,50.0,60.0,30.0,0,0,0,1,0,0,0,0,1,0,0
460,460,0,27.0,24.0,5.0,8.0,25.0,15.0,25.0,25.0,15.0,15.0,5.0,5.0,6.0,5.0,7.0,5.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,6.0,8.0,6.0,9.0,6.0,0.31,7.0,3.0,7.0,7.0,0.0,1,-3.0,3.0,1,5.0,125.0,75.0,150.0,125.0,105.0,75.0,70.0,60.0,240.0,150.0,90.0,90.0,0,0,0,1,0,0,0,0,1,0,0
461,461,0,27.0,28.0,5.0,8.0,25.0,15.0,25.0,15.0,0.0,20.0,6.0,7.0,6.0,6.0,5.0,6.0,10.0,10.0,30.0,25.0,10.0,15.0,6.0,4.0,7.0,4.0,5.0,2.0,-0.01,7.0,3.0,4.0,3.0,0.0,0,1.0,1.0,1,5.0,150.0,105.0,150.0,90.0,0.0,120.0,60.0,40.0,210.0,100.0,50.0,30.0,0,0,0,1,0,0,0,0,1,0,0
462,462,0,27.0,26.0,5.0,8.0,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8.0,9.0,8.0,9.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,8.0,5.0,9.0,7.0,6.0,5.0,0.09,7.0,3.0,6.0,6.0,0.0,0,-1.0,1.0,1,5.0,120.0,280.0,180.0,80.0,90.0,35.0,80.0,50.0,270.0,175.0,60.0,75.0,0,0,0,1,0,0,0,0,1,0,0
463,463,1,27.0,30.0,5.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,-99.0,3.0,8.0,4.0,6.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,3.0,5.0,7.0,6.0,6.0,6.0,0.32,7.0,3.0,5.0,5.0,0.0,0,3.0,3.0,1,5.0,-99.0,60.0,200.0,100.0,30.0,15.0,30.0,50.0,210.0,150.0,60.0,90.0,0,0,0,1,0,0,0,0,1,0,0
464,464,0,27.0,22.0,5.0,8.0,30.0,15.0,25.0,25.0,5.0,0.0,3.0,6.0,6.0,5.0,4.0,4.0,10.0,10.0,30.0,25.0,10.0,15.0,8.0,5.0,6.0,9.0,4.0,6.0,0.57,7.0,3.0,7.0,6.0,0.0,0,-5.0,5.0,1,5.0,90.0,90.0,150.0,125.0,20.0,0.0,80.0,50.0,180.0,225.0,40.0,90.0,0,0,0,1,0,0,0,0,1,0,0
465,465,0,27.0,25.0,5.0,8.0,20.0,20.0,20.0,20.0,5.0,15.0,6.0,8.0,8.0,6.0,8.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,6.0,5.0,5.0,4.0,4.0,4.0,-0.01,7.0,3.0,3.0,3.0,0.0,0,-2.0,2.0,-1,-5.0,120.0,160.0,160.0,120.0,40.0,45.0,60.0,50.0,150.0,100.0,40.0,60.0,0,0,0,1,0,0,1,0,0,0,0
466,466,1,27.0,27.0,5.0,8.0,35.0,10.0,20.0,15.0,10.0,10.0,5.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.0,10.0,30.0,25.0,10.0,15.0,6.0,3.0,6.0,8.0,4.0,4.0,0.02,7.0,3.0,5.0,4.0,0.0,0,0.0,0.0,-1,-5.0,175.0,-99.0,-99.0,-99.0,-99.0,-99.0,60.0,30.0,180.0,200.0,40.0,60.0,0,0,0,1,0,0,0,1,0,0,0
467,467,0,27.0,23.0,5.0,8.0,25.0,10.0,35.0,15.0,0.0,15.0,2.0,9.0,9.0,3.0,7.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,4.0,7.0,7.0,6.0,8.0,-0.47,7.0,3.0,6.0,2.0,1.0,0,-4.0,4.0,1,5.0,50.0,90.0,315.0,45.0,0.0,105.0,70.0,40.0,210.0,175.0,60.0,120.0,0,0,0,1,0,0,0,0,1,0,0
468,468,0,27.0,21.0,5.0,8.0,15.0,20.0,15.0,30.0,5.0,15.0,5.0,7.0,6.0,7.0,6.0,5.0,10.0,10.0,30.0,25.0,10.0,15.0,2.0,6.0,6.0,6.0,4.0,5.0,-0.05,7.0,3.0,5.0,5.0,0.0,1,-6.0,6.0,1,5.0,75.0,140.0,90.0,210.0,30.0,75.0,20.0,60.0,180.0,150.0,40.0,75.0,0,0,0,1,0,0,0,0,1,0,0
469,469,0,27.0,28.0,5.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,8.0,7.0,8.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,7.0,7.0,4.0,7.0,4.0,0.46,7.0,3.0,6.0,4.0,0.0,0,1.0,1.0,1,5.0,280.0,120.0,160.0,70.0,40.0,70.0,70.0,70.0,210.0,100.0,70.0,60.0,0,0,0,1,0,0,0,0,1,0,0
470,470,0,27.0,28.0,5.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,8.0,7.0,6.0,8.0,6.0,10.0,10.0,30.0,25.0,10.0,15.0,4.0,3.0,4.0,2.0,3.0,3.0,0.68,7.0,3.0,3.0,3.0,0.0,0,1.0,1.0,1,5.0,240.0,160.0,140.0,120.0,0.0,0.0,40.0,30.0,120.0,50.0,30.0,45.0,0,0,0,1,0,0,0,0,1,0,0
471,471,1,27.0,23.0,5.0,8.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9.0,9.0,7.0,7.0,-99.0,10.0,10.0,30.0,25.0,10.0,15.0,5.0,7.0,6.0,7.0,4.0,5.0,-0.27,7.0,3.0,4.0,4.0,0.0,0,-4.0,4.0,-1,-5.0,120.0,225.0,225.0,70.0,70.0,-99.0,50.0,70.0,180.0,175.0,40.0,75.0,0,0,0,1,0,0,0,1,0,0,0
472,472,0,23.0,25.0,8.0,1.0,25.0,20.0,25.0,20.0,10.0,0.0,8.0,9.0,10.0,9.0,10.0,7.0,50.0,10.0,20.0,10.0,10.0,0.0,2.0,8.0,10.0,3.0,10.0,3.0,-0.15,2.0,12.0,5.0,1.0,0.0,0,2.0,2.0,-1,-8.0,200.0,180.0,250.0,180.0,100.0,0.0,100.0,80.0,200.0,30.0,100.0,0.0,0,0,1,0,0,0,1,0,0,0,0
473,473,1,23.0,30.0,8.0,1.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,5.0,-99.0,50.0,10.0,20.0,10.0,10.0,0.0,1.0,1.0,10.0,1.0,10.0,1.0,-0.19,2.0,12.0,1.0,1.0,0.0,0,7.0,7.0,-1,-8.0,150.0,100.0,50.0,150.0,0.0,-99.0,50.0,10.0,200.0,10.0,100.0,0.0,0,0,1,0,0,0,1,0,0,0,0
474,474,1,23.0,23.0,8.0,1.0,20.0,25.0,20.0,15.0,10.0,10.0,6.0,10.0,9.0,8.0,10.0,-99.0,50.0,10.0,20.0,10.0,10.0,0.0,8.0,8.0,10.0,7.0,7.0,7.0,0.13,2.0,12.0,8.0,1.0,0.0,0,0.0,0.0,-1,-8.0,120.0,250.0,180.0,120.0,100.0,-99.0,400.0,80.0,200.0,70.0,70.0,0.0,0,0,1,0,0,0,1,0,0,0,0
475,475,0,23.0,24.0,8.0,1.0,25.0,35.0,30.0,10.0,0.0,0.0,4.0,6.0,7.0,6.0,7.0,2.0,50.0,10.0,20.0,10.0,10.0,0.0,3.0,7.0,10.0,4.0,8.0,2.0,-0.61,2.0,12.0,5.0,1.0,0.0,0,1.0,1.0,-1,-8.0,100.0,210.0,210.0,60.0,0.0,0.0,150.0,70.0,200.0,40.0,80.0,0.0,0,0,1,0,0,0,0,0,1,0,0
476,476,0,23.0,24.0,8.0,1.0,25.0,15.0,25.0,25.0,15.0,15.0,7.0,6.0,6.0,7.0,6.0,5.0,50.0,10.0,20.0,10.0,10.0,0.0,5.0,10.0,7.0,4.0,5.0,7.0,-0.16,2.0,12.0,5.0,1.0,0.0,0,1.0,1.0,-1,-8.0,175.0,90.0,150.0,175.0,90.0,75.0,250.0,100.0,140.0,40.0,50.0,0.0,0,0,1,0,0,0,0,0,1,0,0
477,477,0,23.0,28.0,8.0,1.0,25.0,15.0,25.0,15.0,0.0,20.0,6.0,6.0,7.0,9.0,7.0,7.0,50.0,10.0,20.0,10.0,10.0,0.0,6.0,6.0,8.0,3.0,8.0,3.0,-0.19,2.0,12.0,4.0,1.0,0.0,0,5.0,5.0,-1,-8.0,150.0,90.0,175.0,135.0,0.0,140.0,300.0,60.0,160.0,30.0,80.0,0.0,0,0,1,0,0,0,0,0,1,0,0
478,478,0,23.0,26.0,8.0,1.0,20.0,35.0,20.0,10.0,10.0,5.0,8.0,8.0,8.0,10.0,8.0,7.0,50.0,10.0,20.0,10.0,10.0,0.0,10.0,6.0,6.0,9.0,5.0,3.0,-0.32,2.0,12.0,6.0,2.0,0.0,0,3.0,3.0,-1,-8.0,160.0,280.0,160.0,100.0,80.0,35.0,500.0,60.0,120.0,90.0,50.0,0.0,0,0,1,0,0,0,0,0,1,0,0
479,479,0,23.0,30.0,8.0,1.0,20.0,20.0,25.0,25.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,50.0,10.0,20.0,10.0,10.0,0.0,7.0,9.0,7.0,7.0,4.0,3.0,-0.14,2.0,12.0,8.0,2.0,0.0,0,7.0,7.0,-1,-8.0,120.0,140.0,175.0,150.0,30.0,30.0,350.0,90.0,140.0,70.0,40.0,0.0,0,0,1,0,0,0,0,0,1,0,0
480,480,1,23.0,22.0,8.0,1.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,7.0,7.0,8.0,-99.0,6.0,50.0,10.0,20.0,10.0,10.0,0.0,8.0,6.0,5.0,8.0,5.0,3.0,0.37,2.0,12.0,8.0,4.0,0.0,0,-1.0,1.0,-1,-8.0,210.0,105.0,175.0,200.0,-99.0,0.0,400.0,60.0,100.0,80.0,50.0,0.0,0,0,1,0,0,0,0,0,1,0,0
481,481,0,23.0,25.0,8.0,1.0,20.0,20.0,20.0,20.0,5.0,15.0,8.0,7.0,7.0,8.0,8.0,4.0,50.0,10.0,20.0,10.0,10.0,0.0,9.0,9.0,9.0,8.0,5.0,3.0,-0.36,2.0,12.0,7.0,2.0,0.0,1,2.0,2.0,-1,-8.0,160.0,140.0,140.0,160.0,40.0,60.0,450.0,90.0,180.0,80.0,50.0,0.0,0,0,1,0,0,0,1,0,0,0,0
482,482,1,23.0,27.0,8.0,1.0,35.0,10.0,20.0,15.0,10.0,10.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,50.0,10.0,20.0,10.0,10.0,0.0,8.0,8.0,8.0,9.0,9.0,7.0,0.41,2.0,12.0,7.0,6.0,1.0,1,4.0,4.0,1,8.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,400.0,80.0,160.0,90.0,90.0,0.0,0,0,1,0,0,0,0,1,0,0,0
483,483,0,23.0,23.0,8.0,1.0,25.0,10.0,35.0,15.0,0.0,15.0,6.0,8.0,8.0,6.0,7.0,7.0,50.0,10.0,20.0,10.0,10.0,0.0,8.0,7.0,9.0,8.0,8.0,3.0,-0.3,2.0,12.0,7.0,1.0,1.0,0,0.0,0.0,-1,-8.0,150.0,80.0,280.0,90.0,0.0,105.0,400.0,70.0,180.0,80.0,80.0,0.0,0,0,1,0,0,0,0,0,1,0,0
484,484,0,23.0,21.0,8.0,1.0,15.0,20.0,15.0,30.0,5.0,15.0,7.0,7.0,7.0,7.0,7.0,5.0,50.0,10.0,20.0,10.0,10.0,0.0,2.0,9.0,9.0,3.0,8.0,3.0,0.32,2.0,12.0,6.0,2.0,0.0,0,-2.0,2.0,-1,-8.0,105.0,140.0,105.0,210.0,35.0,75.0,100.0,90.0,180.0,30.0,80.0,0.0,0,0,1,0,0,0,0,0,1,0,0
485,485,0,23.0,28.0,8.0,1.0,40.0,15.0,20.0,10.0,5.0,10.0,6.0,9.0,9.0,8.0,9.0,6.0,50.0,10.0,20.0,10.0,10.0,0.0,3.0,9.0,9.0,3.0,9.0,5.0,0.22,2.0,12.0,2.0,1.0,0.0,0,5.0,5.0,-1,-8.0,240.0,135.0,180.0,80.0,45.0,60.0,150.0,90.0,180.0,30.0,90.0,0.0,0,0,1,0,0,0,0,0,1,0,0
486,486,0,23.0,28.0,8.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,8.0,6.0,50.0,10.0,20.0,10.0,10.0,0.0,3.0,9.0,9.0,5.0,9.0,5.0,0.11,2.0,12.0,5.0,1.0,0.0,0,5.0,5.0,-1,-8.0,240.0,160.0,180.0,140.0,0.0,0.0,150.0,90.0,180.0,50.0,90.0,0.0,0,0,1,0,0,0,0,0,1,0,0
487,487,0,23.0,23.0,8.0,1.0,20.0,25.0,25.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,20.0,10.0,10.0,0.0,8.0,8.0,8.0,8.0,9.0,8.0,0.11,2.0,12.0,9.0,6.0,1.0,1,0.0,0.0,1,8.0,160.0,250.0,250.0,100.0,100.0,100.0,400.0,80.0,160.0,80.0,90.0,0.0,0,0,1,0,0,0,0,1,0,0,0
488,488,0,24.0,25.0,6.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,3.0,10.0,9.0,10.0,4.0,4.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,7.0,9.0,9.0,9.0,8.0,0.07,2.0,5.0,7.0,6.0,0.0,0,1.0,1.0,-1,-6.0,75.0,200.0,225.0,200.0,40.0,0.0,120.0,140.0,180.0,135.0,135.0,80.0,0,0,0,0,1,0,1,0,0,0,0
489,489,1,24.0,30.0,6.0,4.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,10.0,5.0,-99.0,20.0,20.0,20.0,15.0,15.0,10.0,3.0,10.0,9.0,6.0,8.0,-99.0,-0.43,2.0,5.0,5.0,5.0,0.0,0,6.0,6.0,-1,-6.0,150.0,100.0,50.0,300.0,0.0,-99.0,60.0,200.0,180.0,90.0,120.0,-99.0,0,0,0,0,1,0,1,0,0,0,0
490,490,1,24.0,23.0,6.0,4.0,20.0,25.0,20.0,15.0,10.0,10.0,4.0,9.0,8.0,6.0,6.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0,5.0,5.0,9.0,7.0,9.0,-99.0,0.52,2.0,5.0,6.5,6.0,0.0,0,-1.0,1.0,-1,-6.0,80.0,225.0,160.0,90.0,60.0,50.0,100.0,100.0,180.0,105.0,135.0,-99.0,0,0,0,0,1,0,1,0,0,0,0
491,491,0,24.0,24.0,6.0,4.0,25.0,35.0,30.0,10.0,0.0,0.0,3.0,7.0,7.0,7.0,5.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,9.0,8.0,7.0,6.0,5.0,-0.23,2.0,5.0,8.0,7.0,0.0,0,0.0,0.0,-1,-6.0,75.0,245.0,210.0,70.0,0.0,0.0,140.0,180.0,160.0,105.0,90.0,50.0,0,0,0,0,1,0,0,0,1,0,0
492,492,0,24.0,24.0,6.0,4.0,25.0,15.0,25.0,25.0,15.0,15.0,8.0,5.0,5.0,5.0,5.0,4.0,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,7.0,4.0,5.0,1.0,-0.01,2.0,5.0,2.0,1.0,0.0,0,0.0,0.0,-1,-6.0,200.0,75.0,125.0,125.0,75.0,60.0,80.0,140.0,140.0,60.0,75.0,10.0,0,0,0,0,1,0,0,0,1,0,0
493,493,0,24.0,28.0,6.0,4.0,25.0,15.0,25.0,15.0,0.0,20.0,5.0,7.0,5.0,5.0,6.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0,4.0,5.0,7.0,1.0,5.0,1.0,-0.08,2.0,5.0,5.0,1.0,0.0,0,4.0,4.0,-1,-6.0,125.0,105.0,125.0,75.0,0.0,100.0,80.0,100.0,140.0,15.0,75.0,10.0,0,0,0,0,1,0,0,0,1,0,0
494,494,1,24.0,26.0,6.0,4.0,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8.0,7.0,9.0,7.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,6.0,9.0,9.0,6.0,-99.0,-0.17,2.0,5.0,5.0,2.0,0.0,0,2.0,2.0,-1,-6.0,120.0,280.0,140.0,90.0,70.0,30.0,160.0,120.0,180.0,135.0,90.0,-99.0,0,0,0,0,1,0,0,0,1,0,0
495,495,0,24.0,30.0,6.0,4.0,20.0,20.0,25.0,25.0,5.0,5.0,3.0,7.0,6.0,5.0,5.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,5.0,5.0,8.0,8.0,5.0,7.0,0.12,2.0,5.0,7.0,5.0,0.0,1,6.0,6.0,-1,-6.0,60.0,140.0,150.0,125.0,25.0,30.0,100.0,100.0,160.0,120.0,75.0,70.0,0,0,0,0,1,0,0,0,1,0,0
